Per axis Eef Loc,mu,std,skew,kurt,min,max
xMmnts :,0.807039135774754723,0.097310660327356732,-0.178756813063480319,2.042816406029927645,0.589606214914798810,0.989947463392563787
yMmnts :,1.366090918057031756,0.119044519205208948,-0.621718403239552853,2.708646019093285506,0.992357627749791638,1.567399242946482918
zMmnts :,0.200778749630304260,0.062342468976535434,0.268423232973627912,2.784147306195335236,0.025592152220438008,0.459926815715280601
Inter Column,Correlation,Matrix of, Eef Loc: 
,col 0, col 1, col 2
row 0, 1.000000000000000000,-0.415726235899710750,0.202700382214457797
row 1, -0.415726235899710805,1.000000000000000000,-0.378541996843570483
row 2, 0.202700382214457825,-0.378541996843570483,1.000000000000000000
HullPts :,8748
x,y,z
0.589606270422147638,1.497873905219921475,0.259288840955004485
0.623022431738983085,1.515355651245140267,0.268797005332977124
0.658344933819594802,1.529087295586779582,0.277538816445183745
0.695146805178983196,1.538902852818250455,0.285408604991537695
0.732983192006135709,1.544683674406738261,0.292311242509887714
0.771396735469740746,1.546359882913421302,0.298163291270231223
0.809923100182137756,1.543911216658263141,0.302894012853647809
0.848096586994514068,1.537367274639228842,0.306446223224448810
0.885455762276979197,1.526807158745399295,0.308776983959597739
0.921549035637881597,1.512358517588830553,0.309858121279955268
0.955940118659990179,1.494196003513141191,0.309676566609402126
0.917614909910705823,1.514150914072992071,0.309800242621841249
0.877247424621767080,1.529495138926033615,0.308366271914146672
0.835439932952503739,1.539999747072950509,0.305396048877383586
0.792816189503644964,1.545508013070553632,0.300933888303241359
0.750012127095242342,1.545937755326002527,0.295046364221306145
0.707666368849399152,1.541282562220272379,0.287821316635519353
0.666410700134540845,1.531611887767489577,0.279366540979000266
0.626860642526815059,1.517070015382927739,0.269808179840154094
0.623022430292739515,1.516965905033604844,0.264371466296639046
0.658344932254285475,1.530922816338508019,0.272748933281667438
0.695146803528380652,1.540942051139858826,0.280357722659873687
0.732983190305043553,1.546902498890280864,0.287105860875917829
0.771396733753572983,1.548732110865098432,0.292911777757094982
0.809923098486490356,1.546408771073205735,0.297705292517602360
0.848096585354735311,1.539960563590833331,0.301428462090128635
0.885455760727741792,1.529465433086738102,0.304036281530300045
0.921549034212763907,1.515050242642317135,0.305497228027630408
0.955940117391070210,1.496889240255533604,0.305793641947079031
0.917614908470182122,1.516840495545774825,0.305392206525347154
0.877247423049462571,1.532141675545161785,0.303554983534452483
0.835439931290207549,1.542564491470030275,0.300309383762447035
0.792816187794488703,1.547953438191368880,0.295703830535129164
0.750012125383056949,1.548228114322337312,0.289807037255282618
0.707666367178060751,1.543384421781621496,0.282706982220360448
0.666410698547315938,1.533494626935514971,0.274509596014012702
0.626860641065715374,1.518706282406507624,0.265337181055160021
0.589606269127303184,1.499240025634656970,0.255326586884445650
0.589606267821159991,1.500501415233765901,0.251329758318385221
0.623022428833150399,1.518459153175098608,0.259905089351805452
0.658344930673734674,1.532631666550004379,0.267912410966529180
0.695146801860814789,1.542847640793393094,0.275254932227619153
0.732983188585461076,1.548983587210056356,0.281843898176569574
0.771396732017600950,1.550965335681824264,0.287599662683856283
0.809923096769953998,1.548768931221420342,0.292452651195746482
0.848096583693225048,1.542420923535657629,0.296344201737873902
0.885455759156182798,1.531998046097781341,0.299227274009692179
0.921549032764994003,1.517626288608279417,0.301067017998412068
0.955940116099430748,1.499479374056065684,0.301841195239128446
0.917614907007029856,1.519413158215250803,0.300914926378224923
0.877247421454945275,1.534660697587445721,0.298675723354932254
0.835439929606432985,1.544994503690239940,0.295156994372708092
0.792816186064896455,1.550260399393117439,0.290411237759094942
0.750012123651770057,1.550379819191655573,0.284509258707216939
0.707666365489227456,1.545350981380093414,0.277539112884611916
0.666410696944451320,1.535248914633820183,0.269604792670420812
0.626860639591051649,1.520224338605181913,0.260824675621862567
0.623022427361226261,1.519834361623937813,0.255400967378805854
0.658344929079036967,1.534212662875289013,0.263032598698664799
0.695146800177440349,1.544618302194584736,0.270103767279231688
0.732983186848578883,1.550925498252337942,0.276528998220041233
0.771396730263026575,1.553058010898266561,0.282230624588269863
0.809923095033717289,1.550990062737294117,0.287139726241403270
0.848096582011133582,1.544746650721652070,0.291196962920417191
0.885455757563390122,1.534403243992617183,0.294353291543202722
0.921549031295574084,1.520084871624318268,0.296570559027734715
0.955940114785966299,1.501964611296782381,0.297821963479052487
0.917614905522262103,1.521867120561888331,0.296371502611062432
0.877247419839319309,1.537050460678459185,0.293731870169632758
0.835439927902346002,1.547288100996746962,0.289942448638950634
0.792816184316065709,1.552427299149435669,0.285059774994077031
0.750012121902580153,1.552391379919624503,0.279156697187095348
0.707666363784068664,1.547180879210902749,0.272321287278623203
0.666410695327056657,1.536873536051837297,0.264655527430422532
0.626860638103844958,1.521623132754163166,0.256273788363684363
0.589606266504622556,1.501657200529156189,0.247301122983910604
0.623022425877986619,1.521090578074660193,0.250862219395677655
0.658344927471296582,1.535664710504743180,0.258112875654431695
0.695146798479423178,1.546252809194390343,0.264907794897592919
0.732983185095599898,1.552726887280991175,0.271164841472565754
0.771396728491065331,1.555008687376993715,0.276808381426191130
0.809923093278982487,1.553070627529872683,0.281770196753154567
0.848096580309626091,1.546936134627368009,0.285990310001869974
0.885455755950467105,1.536679361217856199,0.289417709270163526
0.921549029805522002,1.522424289168871736,0.292010964827153496
0.955940113451586471,1.504343230998583358,0.293738729907720486
0.917614904016907262,1.524200683263850609,0.291765081457635300
0.877247418203703444,1.539309309953117655,0.288726847502017825
0.835439926179126879,1.549443695117427744,0.284669357534033995
0.792816182549207715,1.554452636923822295,0.279653148025351794
0.750012120136698934,1.554261403539038966,0.273753059241060859
0.707666362063765320,1.548872848104914990,0.267057118646502112
0.666410693696252165,1.538367366170408701,0.259665227565225643
0.626860636605125254,1.522901696215344325,0.251687670682725351
0.589606265178602595,1.502706581161688204,0.243243470633685926
0.589606263844018041,1.503648830455410756,0.239159611114101944
0.623022424384458429,1.522226932621478790,0.246291988398305545
0.658344925851626739,1.536986803923247269,0.253156648647634042
0.695146796767938890,1.547750029928076643,0.259670613193872357
0.732983183327737708,1.554386506868680407,0.265755142509758568
0.771396726702943680,1.556816014311975804,0.271336687996962977
0.809923091506964621,1.555009184847961023,0.276347781027135753
0.848096578589880412,1.548987859077214813,0.280727848489468468
0.885455754318530297,1.538824821605996096,0.284423944986590294
0.921549028295869377,1.524642921240181082,0.287391392828158843
0.955940112097215078,1.506613586012968353,0.289594322086028033
0.917614902492007500,1.526412230373745293,0.287098852776200175
0.877247416549230219,1.541435681201643870,0.283664121234244060
0.835439924437968440,1.551459793344717175,0.279341372572363744
0.792816180765545608,1.556335010208732328,0.274195100838347972
0.750012118355348867,1.555988595094426774,0.268302086784701299
0.707666360329508359,1.550425716406138132,0.261750252324013055
0.666410692053167053,1.539729370540842135,0.254637348761728610
0.626860635095929930,1.524059143608062827,0.247069498377477076
0.623022422881676086,1.523242638360675638,0.241693439183957720
0.658344924221149430,1.538178027606478260,0.248167349770369611
0.695146795044172761,1.549108927599015750,0.254395848815904213
0.732983181546217000,1.555903207760687801,0.260303647444345421
0.771396724899900410,1.558478740163991016,0.265819333343289665
0.809923089718890932,1.556804392277815197,0.270876233982187076
0.848096576853087813,1.550900403291381346,0.275413222536829372
0.885455752668710128,1.540838139466887080,0.279375456778424847
0.921549026767661816,1.526739231478110526,0.282715041995715732
0.955940110723790148,1.508774104162655227,0.285391609936865021
0.917614900948618972,1.528500230437635832,0.282376047840579347
0.877247414877045606,1.543428101952750708,0.278547197207103858
0.835439922680076830,1.553334999569279562,0.273962183281287741
0.792816178966314955,1.558073115496787286,0.268689413026008794
0.750012116559763853,1.557571758538778273,0.262807554511844788
0.707666358582499155,1.551838408783071666,0.256404363214251474
0.666410690398939076,1.540958606001247011,0.249575372729523459
0.626860633577304593,1.525094673422209501,0.242422469443643457
0.589606262501793377,1.504483295920768571,0.235052372419511324
0.589606261152858080,1.505209399706439299,0.230924598733896813
0.623022421370680091,1.524136991935516550,0.237069756159724171
0.658344922580993419,1.539237556654893702,0.243148434016371984
0.695146793309318611,1.550328561196646193,0.249087154436803376
0.732983179752271230,1.557275939670748954,0.254814131332051108
0.771396723083183855,1.559995713527292160,0.260260138127396956
0.809923087915999762,1.558455006672737841,0.265359344559644383
0.848096575100450778,1.552672442869698521,0.270050112420443245
0.885455751002149016,1.542717920616543781,0.274275740626876430
0.921549025221957474,1.528711768228045553,0.277985150613041743
0.955940109332262922,1.510823289330283536,0.281133503757749592
0.917614899387810379,1.530463237555544254,0.277599937102565419
0.877247413188307457,1.545285192493300430,0.273379618792298107
0.835439920906669298,1.555068015246787283,0.268535514646169482
0.792816177152761536,1.559665749183426708,0.263139897171496329
0.750012114751187009,1.559009797561787591,0.257273267280656415
0.707666356823947185,1.553109946973352029,0.251023153242844410
0.666410688734713874,1.542054221329653974,0.244482804789878994
0.626860632050300737,1.526007568573258144,0.237749801859589965
0.589606259798145960,1.505826638999484324,0.226779148461328295
0.623022419852516718,1.524909374023312392,0.232424141137375834
0.658344920932294464,1.540164657364959000,0.238103376888493340
0.695146791564577593,1.551408086148104992,0.243748206225559538
0.732983177947142517,1.558503752008357557,0.249290395557445726
0.771396721254051898,1.561365883926934650,0.254662951985297203
0.809923086099539224,1.559959885013933789,0.259800933099569753
0.848096573333183112,1.554302750708761893,0.264642231991153498
0.885455749320000818,1.544462863342590975,0.269128327987522176
0.921549023659826716,1.530559165546137912,0.273204994039158044
0.955940107923596627,1.512759722494445791,0.276822952205502348
0.917614897810662522,1.532299892382709139,0.272773827927196233
0.877247411484184947,1.547005666823728642,0.268164964438718900
0.835439919118973751,1.556657640297138601,0.263065124530907135
0.792816175326141126,1.561111808400383882,0.257550396208050925
0.750012112930870889,1.560301716349025591,0.251703057478846914
0.707666355055070251,1.554239450461182059,0.245610348794437605
0.666410687061643858,1.543015457833471604,0.239363171448372686
0.626860630515975625,1.526797196898834752,0.233054731357955264
0.623022418328237459,1.525559249764288694,0.227759811116171634
0.658344919276194318,1.540958687737222110,0.233035671991985854
0.695146789811157850,1.552346754903078052,0.238382701301360633
0.732983176132081082,1.559585794537030390,0.243736265201558971
0.771396719413771415,1.562588302546208618,0.249031650860990106
0.809923084270767313,1.561317985202029357,0.254204848695239793
